id,original,surface,pronunciation,prefecture,city,lines,operator,opened_year,station_code,status,image,image_page,description,wikidata
8443,持田,持田,もちだ,埼玉県,行田市,秩父鉄道秩父本線,秩父鉄道,1924,CR07／モチ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Mochida%20Station%2020121024%20%281%29.jpg,https://commons.wikimedia.org/wiki/File:Mochida_Station_20121024_%281%29.jpg,埼玉県行田市城西四丁目にある、秩父鉄道秩父本線の駅である。駅番号はCR07。,Q3701544
8444,餅原,餅原,もちばる,宮崎県,三股町,JR九州 日豊本線,JR九州,1965,モハ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Mochibaru%20Station%2001.JPG,https://commons.wikimedia.org/wiki/File:JR_Mochibaru_Station_01.JPG,宮崎県北諸県郡三股町大字餅原にある、九州旅客鉄道（JR九州）日豊本線の駅である。,Q5357616
8445,用宗,用宗,もちむね,静岡県,静岡市,JR東海 東海道本線／JR東海 東海道線 (静岡地区),JR東海,1909,CA19／ムネ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Central%20Mochimune%20Station%20building.jpg,https://commons.wikimedia.org/wiki/File:JR_Central_Mochimune_Station_building.jpg,静岡県静岡市駿河区用宗城山町にある、東海旅客鉄道（JR東海）東海道本線の駅。静岡市最南端の駅である。駅番号はCA19。運行形態の詳細は「東海道線 (静岡地区)」を参照。,Q872051
8446,茂木,茂木,もてぎ,栃木県,茂木町,真岡鐵道真岡線,真岡鐵道,1920,モテ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Motegi%20station.JPG,https://commons.wikimedia.org/wiki/File:Motegi_station.JPG,栃木県芳賀郡茂木町大字茂木にある真岡鐵道真岡線の駅である。真岡線の終点であり、栃木県の最東端の駅でもある。,Q6917169
8447,元宇品口,元宇品口,もとうじなぐち,広島県,広島市,広島電鉄宇品線,広電,1915,U17,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hiroden%20Motoujina-guchi%20Station%2001.jpg,https://commons.wikimedia.org/wiki/File:Hiroden_Motoujina-guchi_Station_01.jpg,広島県広島市南区宇品海岸二丁目にある広島電鉄宇品線の停留場である。駅番号はU17。,Q6918536
8448,本笠寺,本笠寺,もとかさでら,愛知県,名古屋市,名鉄名古屋本線,名鉄,1917,NH29,current,http://commons.wikimedia.org/wiki/Special:FilePath/Meitetsu%20Moto%20Kasadera%20Station%2001.JPG,https://commons.wikimedia.org/wiki/File:Meitetsu_Moto_Kasadera_Station_01.JPG,愛知県名古屋市南区前浜通7丁目にある名古屋鉄道名古屋本線の駅。駅番号はNH29。,Q6917937
8449,元加治,元加治,もとかじ,埼玉県,入間市,西武鉄道 西武池袋線,西武鉄道,1926,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Seibu-railway-ikebukuro-line-Motokaji-station-entrance.jpg,https://commons.wikimedia.org/wiki/File:Seibu-railway-ikebukuro-line-Motokaji-station-entrance.jpg,埼玉県入間市野田にある、西武鉄道池袋線の駅である。駅番号はSI25。敷地は入間市と飯能市にまたがっている。,Q6918030
8450,元山上口,元山上口,もとさんじょうぐち,奈良県,平群町,近畿日本鉄道 近鉄生駒線,近畿日本鉄道,1926,G23／モトサ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Motosanjoguchi%20Station.jpg,https://commons.wikimedia.org/wiki/File:Motosanjoguchi_Station.jpg,奈良県生駒郡平群町椣原にある、近畿日本鉄道（近鉄）生駒線の駅。駅番号はG23。,Q6918516
8451,本宿,本宿,もとじゅく,愛知県,岡崎市,名鉄名古屋本線,名鉄,1926,NH08,current,http://commons.wikimedia.org/wiki/Special:FilePath/Motojuku%20station%28Aichi%29.jpg,https://commons.wikimedia.org/wiki/File:Motojuku_station%28Aichi%29.jpg,愛知県岡崎市本宿町字一里山にある名古屋鉄道名古屋本線の駅である。駅番号はNH08。,Q6918020
8452,本宿,本宿,もとじゅく,群馬県,桐生市,わたらせ渓谷鐵道わたらせ渓谷線,わてつ,1989,WK07／モト,current,http://commons.wikimedia.org/wiki/Special:FilePath/Watetsu-WK07-Motojuku-station-platform-20250505-101627.jpg,https://commons.wikimedia.org/wiki/File:Watetsu-WK07-Motojuku-station-platform-20250505-101627.jpg,群馬県桐生市黒保根町宿廻にあるわたらせ渓谷鐵道わたらせ渓谷線の駅である。駅番号はWK07。近くにある梨木温泉の最寄り駅としても利用される。,Q6918021
8453,本巣,本巣,もとす,岐阜県,本巣市,樽見鉄道樽見線,樽見鉄道,1956,TR09,current,http://commons.wikimedia.org/wiki/Special:FilePath/Motosu%20Station%201.jpg,https://commons.wikimedia.org/wiki/File:Motosu_Station_1.jpg,岐阜県本巣市曽井中島にある、樽見鉄道樽見線の駅である。駅番号はTR09。,Q6918526
8454,元住吉,元住吉,もとすみよし,神奈川県,木月,東急電鉄 東急東横線／東急電鉄 東急目黒線,東急電鉄,1926,MG12／TY12,current,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyu-motosumiyoshi-platform-20070707.jpg,https://commons.wikimedia.org/wiki/File:Tokyu-motosumiyoshi-platform-20070707.jpg,神奈川県川崎市中原区木月一丁目にある、東急電鉄の駅である。,Q7937375
8455,元善光寺,元善光寺,もとぜんこうじ,長野県,飯田市,JR東海 飯田線,JR東海／JR貨物,1923,モシ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Central%20Moto-Zenk%C5%8Dji%20Station%20building%2C%20Nagano%20Pref.jpg,https://commons.wikimedia.org/wiki/File:JR_Central_Moto-Zenk%C5%8Dji_Station_building%2C_Nagano_Pref.jpg,長野県飯田市座光寺にある、東海旅客鉄道（JR東海）・日本貨物鉄道（JR貨物）飯田線の駅である。,Q986402
8456,本楯,本楯,もとたて,山形県,酒田市,JR東日本 羽越本線,JR東日本,1919,モタ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20East%20Mototate%20Station%20Platform%2C%20Yamagata%20Pref.jpg,https://commons.wikimedia.org/wiki/File:JR_East_Mototate_Station_Platform%2C_Yamagata_Pref.jpg,山形県酒田市大字本楯字通伝（つうでん）にある、東日本旅客鉄道（JR東日本）羽越本線の駅である。,Q11520458
8457,元田中,元田中,もとたなか,京都府,左京区,叡電 叡山本線,叡電,1925,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Mototanaka%20station%20%28for%20Chayama%29.JPG,https://commons.wikimedia.org/wiki/File:Mototanaka_station_%28for_Chayama%29.JPG,京都府京都市左京区にある叡山電鉄叡山本線の駅。駅番号はE02。,Q6918534
8458,本銚子,本銚子,もとちょうし,千葉県,銚子市,銚子電気鉄道線,銚電,1913,CD04,current,http://commons.wikimedia.org/wiki/Special:FilePath/Moto-Choshi%20Station%2020171125.jpg,https://commons.wikimedia.org/wiki/File:Moto-Choshi_Station_20171125.jpg,千葉県銚子市清水町にある、銚子電気鉄道銚子電気鉄道線の駅である。駅番号はCD04。,Q6917931
8459,本蓮沼,本蓮沼,もとはすぬま,東京都,蓮沼町,東京都交通局 都営地下鉄三田線,東京都交通局,1968,I20,current,http://commons.wikimedia.org/wiki/Special:FilePath/Toei-subway-I20-Motohasunuma-station-entrance-A4-20191220-133435.jpg,https://commons.wikimedia.org/wiki/File:Toei-subway-I20-Motohasunuma-station-entrance-A4-20191220-133435.jpg,東京都板橋区蓮沼町にある、東京都交通局（都営地下鉄）三田線の駅である。駅番号はI 20。,Q1039257
8460,本星崎,本星崎,もとほしざき,愛知県,星宮町,名鉄名古屋本線,名鉄,1917,NH28,current,http://commons.wikimedia.org/wiki/Special:FilePath/Meitetsu%20Moto%20Hoshizaki%20Station%2001.JPG,https://commons.wikimedia.org/wiki/File:Meitetsu_Moto_Hoshizaki_Station_01.JPG,愛知県名古屋市南区星宮町にある名古屋鉄道名古屋本線の駅である。駅番号はNH28。この駅が出来た時に現在の名鉄常滑線柴田駅が「星崎駅」を名乗っていたため、この駅名となった。,Q6917933
8461,元町,元町,もとまち,兵庫県,神戸市,JR西日本 JR神戸線／JR西日本 東海道本線／阪神電気鉄道 阪神本線／阪神電気鉄道 阪神神戸高速線,JR西日本／阪神電気鉄道,1938,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Kobe%20motomachi%20st01s3200.jpg,https://commons.wikimedia.org/wiki/File:Kobe_motomachi_st01s3200.jpg,兵庫県神戸市中央区にある西日本旅客鉄道（JR西日本）、阪神電気鉄道の駅である。駅番号は、JR西日本がJR-A62、阪神電気鉄道がHS 33。,Q59520
8462,元町,元町,もとまち,北海道,東区,札幌市交通局 東豊線,,1988,H03,current,http://commons.wikimedia.org/wiki/Special:FilePath/Sapporo_Subway_Motomachi_Station.jpg,https://commons.wikimedia.org/wiki/File:Sapporo_Subway_Motomachi_Station.jpg,北海道札幌市東区北24条東16丁目（参考：元町 (札幌市)）にある、札幌市営地下鉄東豊線の駅である。駅番号はH03。,Q3563691
8463,元町・中華街,元町・中華街,もとまち・ちゅうかがい,神奈川県,横浜市,横浜高速鉄道 みなとみらい21線,横浜高速鉄道,2004,MM06,current,http://commons.wikimedia.org/wiki/Special:FilePath/Motomachi-Chukagai%20Station%20Platform2.jpg,https://commons.wikimedia.org/wiki/File:Motomachi-Chukagai_Station_Platform2.jpg,神奈川県横浜市中区山下町にある、横浜高速鉄道みなとみらい線の駅で、同線の終点。副名称は「山下公園（やましたこうえん）」。駅番号はMM06。,Q995359
8464,本宮,本宮,もとみや,福島県,本宮市,JR東日本 東北本線,JR東日本,1887,モヤ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20East%20Motomiya%20Station%20East%20Exit%20in%20Motomiya%20City%2C%20Fukushima%20Pref%2020250223.jpg,https://commons.wikimedia.org/wiki/File:JR_East_Motomiya_Station_East_Exit_in_Motomiya_City%2C_Fukushima_Pref_20250223.jpg,福島県本宮市本宮字九縄（くなわ）にある、東日本旅客鉄道（JR東日本）東北本線の駅である。,Q873962
8465,元山,元山,もとやま,千葉県,五香南,京成電鉄 京成松戸線,京成電鉄,1955,SL08,current,http://commons.wikimedia.org/wiki/Special:FilePath/Shin-keisei-railway-SL08-Motoyama-station-building-west-20230101-120948.jpg,https://commons.wikimedia.org/wiki/File:Shin-keisei-railway-SL08-Motoyama-station-building-west-20230101-120948.jpg,千葉県松戸市五香南一丁目にある、京成電鉄松戸線の駅である。駅番号はKS81。,Q6918571
8466,本山,本山,もとやま,愛知県,名古屋市,名市交 名城線／名市交 東山線,,1963,H16／M17,current,http://commons.wikimedia.org/wiki/Special:FilePath/Higashiyama%26Meijyo-Line-Motoyama-Sta.jpg,https://commons.wikimedia.org/wiki/File:Higashiyama%26Meijyo-Line-Motoyama-Sta.jpg,愛知県名古屋市千種区四谷通1丁目にある、名古屋市営地下鉄の駅である。東山線と名城線（4号線区間）が乗り入れる。東山線にはH16、名城線にはM17の駅番号が付与されている。,Q855542
8467,本山,本山,もとやま,長崎県,佐世保市,松浦鉄道西九州線,松浦鉄道,1994,モト,current,http://commons.wikimedia.org/wiki/Special:FilePath/MR%20Motoyama%20Station.JPG,https://commons.wikimedia.org/wiki/File:MR_Motoyama_Station.JPG,長崎県佐世保市下本山町にある松浦鉄道西九州線の駅である。,Q11520210
8468,元山,元山,もとやま,香川県,高松市,ことでん 長尾線,,1912,N 06,current,http://commons.wikimedia.org/wiki/Special:FilePath/TKR-Motoyama.jpg,https://commons.wikimedia.org/wiki/File:TKR-Motoyama.jpg,香川県高松市元山町にある、高松琴平電気鉄道長尾線の駅である。駅番号はN06。,Q11387848
8469,本山,本山,もとやま,香川県,三豊市,四国旅客鉄道 予讃線,四国旅客鉄道,1913,Y18／モト,current,http://commons.wikimedia.org/wiki/Special:FilePath/Yosan%20Motoyama%20stn.jpg,https://commons.wikimedia.org/wiki/File:Yosan_Motoyama_stn.jpg,香川県三豊市豊中町岡本にある四国旅客鉄道（JR四国）予讃線の駅。駅番号はY18。現在は普通列車のみが停車する。無人駅。,Q5358559
8470,本八幡,本八幡,もとやわた,千葉県,市川市,JR東日本 総武本線／東京都交通局 都営地下鉄新宿線,JR東日本／東京都交通局,1935,JB28／S21／モタ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JR%20Sobu-Main-Line%20Moto-Yawata%20Station%20Platform.jpg,https://commons.wikimedia.org/wiki/File:JR_Sobu-Main-Line_Moto-Yawata_Station_Platform.jpg,千葉県市川市八幡二丁目にある、東日本旅客鉄道（JR東日本）・東京都交通局（都営地下鉄）の駅。市川市の行政・商業の中心に位置している。,Q1142065
8471,本輪西,本輪西,もとわにし,北海道,室蘭市,JR北海道 室蘭本線,,1925,H33／モワ,current,http://commons.wikimedia.org/wiki/Special:FilePath/MotoWanishi-eki.JPG,https://commons.wikimedia.org/wiki/File:MotoWanishi-eki.JPG,北海道室蘭市本輪西町1丁目にある北海道旅客鉄道（JR北海道）・日本貨物鉄道（JR貨物）室蘭本線の駅である。駅番号はH33。事務管理コードは▲130312。,Q6917941
8472,物井,物井,ものい,千葉県,四街道市,JR東日本 総武本線,JR東日本,1911,JO32／モイ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Monoi-Station%20platform%2020210609%20144820.jpg,https://commons.wikimedia.org/wiki/File:Monoi-Station_platform_20210609_144820.jpg,千葉県四街道市物井にある、東日本旅客鉄道（JR東日本）総武本線の駅である。佐倉駅から成田線に乗り入れる列車も停車する。駅番号はJO 32。,Q6901635
8473,モノレール浜松町,モノレール浜松町,ものれーるはままつちょう,東京都,浜松町,東京モノレール羽田空港線,東京モノレール,1964,MO 01,current,http://commons.wikimedia.org/wiki/Special:FilePath/Monorail-Hamamatsucho-Sta-C-Gate.JPG,https://commons.wikimedia.org/wiki/File:Monorail-Hamamatsucho-Sta-C-Gate.JPG,東京都港区にある、東日本旅客鉄道（JR東日本）の駅である。本項では、ほぼ同位置に所在する東京モノレール羽田空港線のモノレール浜松町駅（モノレールはままつちょうえき）についても扱う。,Q124863397
8474,茂原,茂原,もばら,千葉県,茂原市,JR東日本 外房線,JR東日本,1897,モハ,current,http://commons.wikimedia.org/wiki/Special:FilePath/JRE-Mobara-STA%20Home1-2.jpg,https://commons.wikimedia.org/wiki/File:JRE-Mobara-STA_Home1-2.jpg,千葉県茂原市町保（まちぼ）にある、東日本旅客鉄道（JR東日本）外房線の駅である。,Q564427
8475,茂辺地,茂辺地,もへじ,北海道,北斗市,道南いさりび鉄道線,道南いさりび鉄道,1930,sh06／モチ,current,http://commons.wikimedia.org/wiki/Special:FilePath/South%20Hokkaido%20Railway%20Line%20Moheji%20Station%20building.jpg,https://commons.wikimedia.org/wiki/File:South_Hokkaido_Railway_Line_Moheji_Station_building.jpg,北海道北斗市茂辺地にある道南いさりび鉄道線の駅。電報略号はモチ。駅番号はsh06。日本国有鉄道・JR北海道における事務管理コードは▲141404。,Q5360801
8476,紅葉谷,紅葉谷,もみじだに,広島県,廿日市市,広島観光開発 宮島ロープウエー,広島観光開発,,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Momijidani_Station_2010.jpg,https://commons.wikimedia.org/wiki/File:Momijidani_Station_2010.jpg,広島県廿日市市宮島町南町にある宮島ロープウエー紅葉谷線の駅。,Q109599117
8477,樅山,樅山,もみやま,栃木県,鹿沼市,東武鉄道 東武日光線,東武鉄道,1929,TN17／モミ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Tobu-railway-TN17-Momiyama-station-building-20210804-090622.jpg,https://commons.wikimedia.org/wiki/File:Tobu-railway-TN17-Momiyama-station-building-20210804-090622.jpg,栃木県鹿沼市樅山町にある東武鉄道日光線の駅である。駅番号はTN 17。,Q6897322
