id,original,surface,pronunciation,subject,level,description,image,image_page,wikidata
3422,恒温動物,恒温動物,コウオンドウブツ,理科,中学校,まわりの温度が変わっても体温をほぼ一定に保つ動物。鳥類や哺乳類が当たる。,http://commons.wikimedia.org/wiki/Special:FilePath/Wiki_ostrich.jpg,https://commons.wikimedia.org/wiki/File:Wiki_ostrich.jpg,Q193456
3423,学名,学名,ガクメイ,理科,中学校,世界共通で使われる生物の名前。属名と種名をラテン語で並べて表す。,http://commons.wikimedia.org/wiki/Special:FilePath/Killerwhales_jumping.jpg,https://commons.wikimedia.org/wiki/File:Killerwhales_jumping.jpg,Q10753560
3424,抵抗,抵抗,テイコウ,理科,中学校,電流の流れにくさを表す量。単位はオームで長さや太さによって変わる。,http://commons.wikimedia.org/wiki/Special:FilePath/3_Resistors.jpg,https://commons.wikimedia.org/wiki/File:3_Resistors.jpg,Q5321
3425,電子,電子,デンシ,理科,中学校,負の電気をもつ非常に小さな粒。その移動が電流の正体。,http://commons.wikimedia.org/wiki/Special:FilePath/Atomic-orbital-clouds_spd_m0.png,https://commons.wikimedia.org/wiki/File:Atomic-orbital-clouds_spd_m0.png,Q2225
3426,天体望遠鏡,天体望遠鏡,テンタイボウエンキョウ,理科,小学校,月や惑星を拡大して観察する望遠鏡。倍率や向きを調節して使う。,http://commons.wikimedia.org/wiki/Special:FilePath/100inchHooker.jpg,https://commons.wikimedia.org/wiki/File:100inchHooker.jpg,Q20921358
3427,電熱線,電熱線,デンネツセン,理科,小学校/中学校,電流を流すと発熱する金属の線。発熱量は電力と時間で決まる。,http://commons.wikimedia.org/wiki/Special:FilePath/Light_Label_Electric_tabletop_burner_KCK-L103.jpg,https://commons.wikimedia.org/wiki/File:Light_Label_Electric_tabletop_burner_KCK-L103.jpg,Q1072385
3428,元素,元素,ゲンソ,理科,中学校,原子の種類のこと。百種類以上あり周期表に並べられている。,http://commons.wikimedia.org/wiki/Special:FilePath/Atom%28ver.2018.06%29.jpg,https://commons.wikimedia.org/wiki/File:Atom%28ver.2018.06%29.jpg,Q11344
3429,質量,質量,シツリョウ,理科,中学校,物体そのものの量。場所が変わっても変わらず単位はグラムなど。,http://commons.wikimedia.org/wiki/Special:FilePath/CGKilogram.jpg,https://commons.wikimedia.org/wiki/File:CGKilogram.jpg,Q11423
3430,発電機,発電機,ハツデンキ,理科,小学校/中学校,コイルと磁石を使い電磁誘導で電気をつくる装置。手回しのものもある。,http://commons.wikimedia.org/wiki/Special:FilePath/Honda_EBR2300CX_001.JPG,https://commons.wikimedia.org/wiki/File:Honda_EBR2300CX_001.JPG,Q131502
3431,水溶液,水溶液,スイヨウエキ,理科,小学校/中学校,物質が水にとけて全体に均一に広がった液。透明で時間がたっても分かれない。,http://commons.wikimedia.org/wiki/Special:FilePath/SaltInWaterSolutionLiquid.jpg,https://commons.wikimedia.org/wiki/File:SaltInWaterSolutionLiquid.jpg,Q906356
3432,酸素,酸素,サンソ,理科,小学校/中学校,空気の約五分の一をしめる気体。ものが燃えるときや呼吸に使われる。,http://commons.wikimedia.org/wiki/Special:FilePath/Liquid_oxygen_in_a_beaker_4.jpg,https://commons.wikimedia.org/wiki/File:Liquid_oxygen_in_a_beaker_4.jpg,Q629
3433,水素,水素,スイソ,理科,小学校/中学校,最も軽い気体で燃えると水ができる。燃料電池の燃料にもなる。,http://commons.wikimedia.org/wiki/Special:FilePath/Hydrogen_discharge_tube.jpg,https://commons.wikimedia.org/wiki/File:Hydrogen_discharge_tube.jpg,Q556
3434,窒素,窒素,チッソ,理科,小学校/中学校,空気の約五分の四をしめる気体。たんぱく質の材料になる元素でもある。,http://commons.wikimedia.org/wiki/Special:FilePath/Liquid_nitrogen_dsc04496.jpg,https://commons.wikimedia.org/wiki/File:Liquid_nitrogen_dsc04496.jpg,Q627
3435,太陽系,太陽系,タイヨウケイ,理科,小学校/中学校,太陽とそれをまわる惑星や衛星などの集まり。八つの惑星がある。,http://commons.wikimedia.org/wiki/Special:FilePath/Solar_System_True_Color_JA.png,https://commons.wikimedia.org/wiki/File:Solar_System_True_Color_JA.png,Q544
3436,星座,星座,セイザ,理科,小学校/中学校,星をつないで動物や人の姿に見立てたまとまり。八十八個が定められている。,http://commons.wikimedia.org/wiki/Special:FilePath/Celestial_chart_%28asterisms_and_areas%29_%28esp%29.png,https://commons.wikimedia.org/wiki/File:Celestial_chart_%28asterisms_and_areas%29_%28esp%29.png,Q8928
3437,恒星,恒星,コウセイ,理科,中学校,みずから光を出す星。表面の温度によって色がちがって見える。,http://commons.wikimedia.org/wiki/Special:FilePath/Alpheratz.gif,https://commons.wikimedia.org/wiki/File:Alpheratz.gif,Q523
3438,北極星,北極星,ホッキョクセイ,理科,小学校,ほぼ真北にあって動かないように見える星。方角を知る目印になる。,http://commons.wikimedia.org/wiki/Special:FilePath/Ursa_Minor_constellation_map.svg,https://commons.wikimedia.org/wiki/File:Ursa_Minor_constellation_map.svg,Q1211496
3439,昆虫,昆虫,コンチュウ,理科,小学校,体が頭と胸と腹に分かれ胸から六本のあしが出ている動物のなかま。,http://commons.wikimedia.org/wiki/Special:FilePath/Insect_collage.png,https://commons.wikimedia.org/wiki/File:Insect_collage.png,Q1390
3440,脳死,脳死,ノウシ,保健体育,中学校,脳の機能が回復しないまま失われた状態。臓器提供の判断とかかわる。,http://commons.wikimedia.org/wiki/Special:FilePath/Radionuclide_Cerebral_Blood_Flow_Scan.png,https://commons.wikimedia.org/wiki/File:Radionuclide_Cerebral_Blood_Flow_Scan.png,Q223867
3441,臓器移植,臓器移植,ゾウキイショク,保健体育,中学校,提供された臓器を病気の人の体に移す医療。本人の意思表示が大切になる。,http://commons.wikimedia.org/wiki/Special:FilePath/Podolay_transplantacia_srdca_1968.jpg,https://commons.wikimedia.org/wiki/File:Podolay_transplantacia_srdca_1968.jpg,Q105196
3442,がん,がん,ガン,保健体育,中学校,細胞が異常に増え続ける病気。手術や放射線や薬による治療が行われる。,http://commons.wikimedia.org/wiki/Special:FilePath/Tumor_Mesothelioma2_legend.jpg,https://commons.wikimedia.org/wiki/File:Tumor_Mesothelioma2_legend.jpg,Q12078
3443,自律神経,自律神経,ジリツシンケイ,保健体育,中学校,意思とは関係なく内臓や血管を調節する神経。緊張と休息で切りかわる。,http://commons.wikimedia.org/wiki/Special:FilePath/Gray839.png,https://commons.wikimedia.org/wiki/File:Gray839.png,Q171064
3444,性の多様性,性の多様性,セイノタヨウセイ,保健体育,中学校,性のあり方は人それぞれちがうという考え方。固定的な見方を見直す。,http://commons.wikimedia.org/wiki/Special:FilePath/Gay_Pride_Flag.svg,https://commons.wikimedia.org/wiki/File:Gay_Pride_Flag.svg,Q9827121
3445,動物由来感染症,動物由来感染症,ドウブツユライカンセンショウ,保健体育,中学校,動物から人にうつる感染症。ズーノーシスとも呼ばれる。,http://commons.wikimedia.org/wiki/Special:FilePath/Figure_3-_Examples_of_Zoonotic_Diseases_and_Their_Affected_Populations_%286323431516%29.jpg,https://commons.wikimedia.org/wiki/File:Figure_3-_Examples_of_Zoonotic_Diseases_and_Their_Affected_Populations_%286323431516%29.jpg,Q182672
3446,アンガーマネジメント,アンガーマネジメント,アンガーマネジメント,保健体育,中学校,いかりの感情とうまく付き合うための方法。深呼吸や時間をおくのが基本。,http://commons.wikimedia.org/wiki/Special:FilePath/Angermanagement_akira_okitsu.jpg,https://commons.wikimedia.org/wiki/File:Angermanagement_akira_okitsu.jpg,Q574559
3447,津波,津波,ツナミ,保健体育,中学校,海底の地震で海水がもち上げられて起こる大波。高台への避難が命を守る。,http://commons.wikimedia.org/wiki/Special:FilePath/SH-60B_helicopter_flies_over_Sendai.jpg,https://commons.wikimedia.org/wiki/File:SH-60B_helicopter_flies_over_Sendai.jpg,Q8070
3448,生活習慣,生活習慣,セイカツシュウカン,保健体育,中学校,食事や運動や睡眠など毎日くり返す行い。健康や抵抗力を大きく左右する。,,,
3449,止血法,止血法,シケツホウ,保健体育,中学校,出血を止める応急手当。清潔な布で傷口を強くおさえる直接圧迫法が基本。,,,
3450,包帯法,包帯法,ホウタイホウ,保健体育,中学校,傷を保護し固定するために包帯を巻く手当のしかた。実習で練習する。,http://commons.wikimedia.org/wiki/Special:FilePath/Bandage.jpg,https://commons.wikimedia.org/wiki/File:Bandage.jpg,Q376724
3451,固定法,固定法,コテイホウ,保健体育,中学校,骨折した部分が動かないように板や三角巾で支える応急手当。,http://commons.wikimedia.org/wiki/Special:FilePath/Ankle_foot_orthosis_splint.JPG,https://commons.wikimedia.org/wiki/File:Ankle_foot_orthosis_splint.JPG,Q1992685
3452,梅毒,梅毒,バイドク,保健体育,中学校,細菌によって起こる性感染症。近年ふたたび増加していて注意が必要。,http://commons.wikimedia.org/wiki/Special:FilePath/Treponema_pallidum.jpg,https://commons.wikimedia.org/wiki/File:Treponema_pallidum.jpg,Q41083
3453,エイズ,エイズ,エイズ,保健体育,中学校,ウイルスの感染で免疫のはたらきが低下する病気。予防と正しい理解が大切。,http://commons.wikimedia.org/wiki/Special:FilePath/Red_Ribbon.svg,https://commons.wikimedia.org/wiki/File:Red_Ribbon.svg,Q12199
3454,医薬品,医薬品,イヤクヒン,保健体育,中学校,病気の治療や予防に使う薬。用法や用量を守って正しく使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Carthamus_tinctorius%E3%80%81Safflower%E3%80%81%E7%B4%85%E8%8A%B1%E3%83%BC%E4%B8%B9%E6%B3%A2%E5%B8%82%E7%AB%8B%E8%96%AC%E8%8D%89%E8%96%AC%E6%A8%B9%E5%85%AC%E5%9C%92P5026692.JPG,https://commons.wikimedia.org/wiki/File:Carthamus_tinctorius%E3%80%81Safflower%E3%80%81%E7%B4%85%E8%8A%B1%E3%83%BC%E4%B8%B9%E6%B3%A2%E5%B8%82%E7%AB%8B%E8%96%AC%E8%8D%89%E8%96%AC%E6%A8%B9%E5%85%AC%E5%9C%92P5026692.JPG,Q12140
3455,保健機関,保健機関,ホケンキカン,保健体育,中学校,保健所や保健センターなど健康を支える公的な機関。相談や検診を行う。,,,
3456,医療機関,医療機関,イリョウキカン,保健体育,中学校,病院や診療所など医療を行う施設。症状に応じて選んで利用する。,http://commons.wikimedia.org/wiki/Special:FilePath/Hospital-de-Bellvitge.jpg,https://commons.wikimedia.org/wiki/File:Hospital-de-Bellvitge.jpg,Q16917
3457,飲料水,飲料水,インリョウスイ,保健体育,中学校,飲むために使う水。浄水場で処理され水質の基準が定められている。,http://commons.wikimedia.org/wiki/Special:FilePath/Water_fountains_-_two_stainless_steel.jpg,https://commons.wikimedia.org/wiki/File:Water_fountains_-_two_stainless_steel.jpg,Q7892
3458,し尿,し尿,シニョウ,保健体育,中学校,人の大小便のこと。下水道や処理施設で衛生的に処理される。,,,
3459,交通事故,交通事故,コウツウジコ,保健体育,中学校,道路で起こる事故。人の要因と車両の要因と環境の要因が重なって起こる。,http://commons.wikimedia.org/wiki/Special:FilePath/Indonesian_fire_fighters_during_a_traffic_accident.jpg,https://commons.wikimedia.org/wiki/File:Indonesian_fire_fighters_during_a_traffic_accident.jpg,Q9687
3460,自然災害,自然災害,シゼンサイガイ,保健体育,中学校,地震や台風などによって命や暮らしがおびやかされる災害。備えが重要。,http://commons.wikimedia.org/wiki/Special:FilePath/US_Navy_050102-N-9593M-040_A_village_near_the_coast_of_Sumatra_lays_in_ruin_after_the_Tsunami_that_struck_South_East_Asia.jpg,https://commons.wikimedia.org/wiki/File:US_Navy_050102-N-9593M-040_A_village_near_the_coast_of_Sumatra_lays_in_ruin_after_the_Tsunami_that_struck_South_East_Asia.jpg,Q8065
3461,心的外傷後ストレス障害,心的外傷後ストレス障害,シンテキガイショウゴストレスショウガイ,保健体育,中学校,強い衝撃を受けた後に不安や不眠が続く状態。災害や事故のあとに起こる。,http://commons.wikimedia.org/wiki/Special:FilePath/Goya-Guerra_%2809%29.jpg,https://commons.wikimedia.org/wiki/File:Goya-Guerra_%2809%29.jpg,Q202387
3462,行動嗜癖,行動嗜癖,コウドウシヘキ,保健体育,中学校,やめたくてもやめられない行動にのめり込む状態。ゲームなどで問題になる。,,,
3463,呼吸器,呼吸器,コキュウキ,保健体育,中学校,肺や気管など呼吸にかかわる器官。思春期に大きく発育する。,http://commons.wikimedia.org/wiki/Special:FilePath/Respiratory_system_ja.svg,https://commons.wikimedia.org/wiki/File:Respiratory_system_ja.svg,Q7891
3464,循環器,循環器,ジュンカンキ,保健体育,中学校,心臓や血管など血液を全身にめぐらせる器官。運動で機能が高まる。,http://commons.wikimedia.org/wiki/Special:FilePath/Blutkreislauf.png,https://commons.wikimedia.org/wiki/File:Blutkreislauf.png,Q11068
3465,生殖機能,生殖機能,セイショクキノウ,保健体育,中学校,子どもをつくるはたらき。思春期にホルモンのはたらきで成熟する。,http://commons.wikimedia.org/wiki/Special:FilePath/Kalanchoe_veg.jpg,https://commons.wikimedia.org/wiki/File:Kalanchoe_veg.jpg,Q11990
3466,知的機能,知的機能,チテキキノウ,保健体育,中学校,考えたり覚えたり判断したりする心のはたらき。経験を通して発達する。,http://commons.wikimedia.org/wiki/Special:FilePath/Cognition.svg,https://commons.wikimedia.org/wiki/File:Cognition.svg,Q2200417
3467,情意機能,情意機能,ジョウイキノウ,保健体育,中学校,感情や意思にかかわる心のはたらき。年齢とともに豊かになる。,http://commons.wikimedia.org/wiki/Special:FilePath/Sixteen_faces_expressing_the_human_passions._Wellcome_L0068375_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Sixteen_faces_expressing_the_human_passions._Wellcome_L0068375_%28cropped%29.jpg,Q9415
3468,社会性,社会性,シャカイセイ,保健体育,中学校,他人とかかわり集団の中で行動する力。自立に向けて発達していく。,http://commons.wikimedia.org/wiki/Special:FilePath/Communication.gif,https://commons.wikimedia.org/wiki/File:Communication.gif,Q1413287
3469,自己形成,自己形成,ジコケイセイ,保健体育,中学校,自分らしい考え方や生き方をつくり上げていくこと。思春期に進む。,,,
3470,欲求,欲求,ヨッキュウ,保健体育,中学校,何かを求める心のはたらき。満たされないと欲求不満が起こる。,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob_Jordaens_-_Susanna_and_the_Elders_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Jacob_Jordaens_-_Susanna_and_the_Elders_-_Google_Art_Project.jpg,Q775842
3471,ストレス,ストレス,ストレス,保健体育,中学校,心や体にかかる負担とその反応。適度なものは成長のきっかけにもなる。,http://commons.wikimedia.org/wiki/Special:FilePath/Headache-1557872_960_720.jpg,https://commons.wikimedia.org/wiki/File:Headache-1557872_960_720.jpg,Q3500368
